Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,,,
"Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity",Progress in Brain Research,2007,17765713,1000,Blaabjerg-Zimmer-2007-85-ProgBrainRes-Plate56A.pdf,figure,612004,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig1B.pdf,figure,611044,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig1C.pdf,figure,611044,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig1D.pdf,figure,611044,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig1E.pdf,figure,611044,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig2A.pdf,figure,611045,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig2B.pdf,figure,611045,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig2C.pdf,figure,611045,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig3A.pdf,figure,611046,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig3B.pdf,figure,611046,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig3C.pdf,figure,611046,,,,
"Blasco-Ibε__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Μΰ__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig3D.pdf,figure,611046,,,,
"Buckmaster PS, Dudek FE. ",In vivo intracellular analysis of granule cell axon reorganization in epileptic rats,Journal of Neurophysiology,1999,10036272,1000,Buckmaster-Dudek-1999-712-JNeurophysiol-Fig3A.pdf,figure,612624,,,,
"Buckmaster PS, Dudek FE. ",In vivo intracellular analysis of granule cell axon reorganization in epileptic rats,Journal of Neurophysiology,1999,10036272,1000,Buckmaster-Dudek-1999-712-JNeurophysiol-Fig3B.pdf,figure,612624,,,,
"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ",J Comp Neurol,1990,2289972,1000,Claiborne-Cowan-1990-206-JCompNeurol-Fig1A.pdf,figure,611096,,,,
"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ",J Comp Neurol,1990,2289972,1000,Claiborne-Cowan-1990-206-JCompNeurol-Tab2.pdf,table,612151,,,,
"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ",J Comp Neurol,1990,2289972,1000,Claiborne-Cowan-1990-206-JCompNeurol-Fig5A.pdf,figure,611098,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeuro-Fig.3,figure,611102,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig4.pdf,figure,611103,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.5AB,figure,611107,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig5CD.pdf,figure,611107,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.6,figure,611108,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig7.pdf,figure,611109,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.9,figure,611112,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.12,figure,611115,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.13,figure,611116,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.14,figure,611117,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig16.pdf,figure,611118,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig3.pdf,figure,611102,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig4.pdf,figure,611103,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig5AB.pdf,figure,611107,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig5CD.pdf,figure,611107,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig6.pdf,figure,611108,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig7.pdf,figure,611109,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig. 9,figure,611112,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig12.pdf,figure,611115,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig13.pdf,figure,611116,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig14.pdf,figure,611117,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig16.pdf,figure,611118,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig1.pdf,figure,611125,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Tab2.pdf,table,611127,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig4.pdf,figure,611129,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig6.pdf,figure,611132,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Tab3.pdf,table,611133,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1000,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Geiger  JR,  Liibke  J,  Roth  A,  Frotscher  M,  Jonas  P ", Submillisecond  AMPA  receptormediated signaling at a principal neuron-intcrneuron synapse.,Neuron ,1997,9208867,1000,Geiger-Jonas-1997-1009-Neuron-Fig3A.pdf,figure,612132,,,,
"Geiger  JR,  Liibke  J,  Roth  A,  Frotscher  M,  Jonas  P ", Submillisecond  AMPA  receptormediated signaling at a principal neuron-intcrneuron synapse.,Neuron ,1997,9208867,1000,Geiger-Jonas-1997-1009-Neuron-Fig4A.pdf,figure,612133,,,,
"Hosseini-Sharifabad M, Nyengaard JR",Design-based estimation of neuronal number and individual neuronal volume in the rat hippocampus,Journal of Neuroscience Methods,2007,17368561,1000,HosseiniSharifabad-Nyengaard-2007-206-JNeurosciMethods-Tab5.pdf,table,612471,,,,
"L_bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1000,Lubke-Spruston-1998-1518-JNeurophys-Fig1A.pdf,figure,612475,1,,,
"Spruston N, McBain C",Chapter 5: Structural and functional properties of hippocampal neurons,The Hippocampus Book,2007,978-0-19-510027-3,1000,Spruston-McBain-2007-133-THB-Fig7A.pdf,figure,3036,,,,
"Spruston N, McBain C",Chapter 5: Structural and functional properties of hippocampal neurons,The Hippocampus Book,2007,978-0-19-510027-3,1000,Spruston-McBain-2007-133-THB-Fig13.pdf,figure,60225,,,,
"Williams PA, Larimer P, Gao Y, Strowbridge BW",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer,The Journal of Neuroscience,2007,18077687,1000,Williams-Strowbridge-2007-13756-JNeurosci-Fig1B.pdf,figure,611459,,,,
"Williams PA, Larimer P, Gao Y, Strowbridge BW",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer,The Journal of Neuroscience,2007,18077687,1001,Williams-Strowbridge-2007-13756-JNeurosci-Fig1A.pdf,figure,611459,1,,,
"Williams PA, Larimer P, Gao Y, Strowbridge BW",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer,The Journal of Neuroscience,2007,18077687,1001,Williams-Strowbridge-2007-13756-JNeurosci-Fig1C.pdf,figure,611459,,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,1002,Amaral-Lavenex_-2007-37-THB-Fig18.pdf,figure,611684,,,,
Amaral DG,A Golgi study of cell types in the hilar region of the hippocampus in the rat,J Comp Neurol,1978,730852,1002,Amaral-1978-851-JCompNeur-Fig21.pdf,figure,611018,,,,
Amaral DG,A Golgi study of cell types in the hilar region of the hippocampus in the rat,J Comp Neurol,1978,730852,1002,Amaral-1978-851-JCompNeur-Fig22.pdf,figure,611019,,,,
"Amaral DG, Scharfman HE, Lavenex P",The dentate gyrus: fundamental neuroanatomical organization (dentate gyrus for dummies),Progress in Brain Research,2007,17765709,1002,Amaral-Lavenex-2007-3-ProgBrainRes-Fig8.pdf,figure,612600,,,,
"Amaral DG, Scharfman HE, Lavenex P",The dentate gyrus: fundamental neuroanatomical organization (dentate gyrus for dummies),Progress in Brain Research,2007,17765709,1002,Amaral-Lavenex-2007-3-ProgBrainRes-Fig9.pdf,figure,612601,,,,
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig2A-B.pdf,figure,611054,,,,
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig4A-B.pdf,figure,611055,,,,
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig6.pdf,figure,611056,,,,
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig7A-B-C.pdf,figure,611057,1,,,
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig8A-B.pdf,figure,611058,,,,
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig1A.pdf,figure,611077,,,,
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig1B.pdf,figure,611077,,,,
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig2A-B-C.pdf,figure,611078,,,,
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig3.pdf,figure,611081,,,,
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Tab3.pdf,table,611082,,,,
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Tab4.pdf,table,611089,,,,
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig7A.pdf,figure,611090,,,,
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig7B.pdf,figure,611090,,,,
"Frotscher, M., Seress, L., Schwerdtfeger, W.K. and Buhl, E.",The mossy cells of the fascia dentata: A comperative study of their fine structure and synaptic connections in rodents and primates,J. Comp. Neurol.,1991,1744242,1002,Frotscher-Buhl-1991-145-JCompNeurol-Fig1A-B.pdf,figure,612112,,,,
"L_bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1002,Lubke-Spruston-1998-1518-JNeurophys-Fig4.pdf,figure,612479,,,,
"L_bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1002,Lubke-Spruston-1998-1518-JNeurophys-Fig5A.pdf,figure,612488,,,,
"Ribak CE, Seress L, Amaral DG.","The development, ultrastructure and synaptic connections of the mossy cells of the dentate gyrus",Journal of Neurocytology,1985,2419523,1002,Ribak-Amaral-1985-835-JNeurocytol-Fig1.pdf,figure,611369,,,,
Scharfman HE,Evidence from simultaneous intracellular recordings in rat hippocampal slices that area CA3 pyramidal cells innervate dentate hilar mossy cells,Journal of Neurophysiology,1994,7884451,1002,Scharfman--1994-2167-JNeurophysiol-Fig5A.pdf,figure,611399,,,,
Scharfman HE,Evidence from simultaneous intracellular recordings in rat hippocampal slices that area CA3 pyramidal cells innervate dentate hilar mossy cells,Journal of Neurophysiology,1994,7884451,1002,Scharfman--1994-2167-JNeurophysiol-Fig5C.pdf,figure,611399,,,,
"Spruston N, McBain C",Chapter 5: Structural and functional properties of hippocampal neurons,The Hippocampus Book,2007,978-0-19-510027-3,1002,Spruston-McBain-2007-133-THB-Fig16.pdf,figure,60237,,,,
Vida I,Morphology of Hippocampal Neurons,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,1002,Vida--2010-27-HippocampalMicrocircuits-Fig1.pdf,figure,3600,,,,
"Williams PA, Larimer P, Gao Y, Strowbridge BW",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer,The Journal of Neuroscience,2007,18077687,1002,Williams-Strowbridge-2007-13756-JNeurosci-Fig3A.pdf,figure,611465,,,,
"Bartos M, Sauer JF, Vida I, Kulik A",Fast and Slow GABAergic Transmission in Hippocampal  Circuits,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,1004,Bartos-Kulik-2010-129-HippocampalMicrocircuits-Fig2A.pdf,figure,3415,1,,,
"Frotscher M, Soriano E, Misgeld U", Divergence of hippocampal mossy fibers.,Synapse,1994,8197576,1005,Frotscher-Misgeld-1994-148-Fig2.pdf,figure,612105,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,Mott-Lewis-1997-3990-JNeurosci-Fig5.pdf,figure,611325,1,,,
"Soriano E,  Frotscher M","GABAergic innervation  of  thc  rat  fas- 
cia dentata: A novel type of inrerneuron  in the granule cell layer with 
extensive axonal arhorization in the molecular layer.",J  Comp Neurol,1993,8376624,1005,Soriano-Frotscher-1993-385-JCompNeurol-Fig1A.pdf,figure,612394,,,,
"Soriano E,  Frotscher M","GABAergic innervation  of  thc  rat  fas- 
cia dentata: A novel type of inrerneuron  in the granule cell layer with 
extensive axonal arhorization in the molecular layer.",J  Comp Neurol,1993,8376624,1005,Soriano-Frotscher-1993-385-JCompNeurol-Fig1B.pdf,figure,612394,,,,
